1049830
1068800
1080770
1121430
1136790
1145370
1181280
1244750
1245430
1255590
1265980
1450510
1454130
1490270
1587160
1640240
1682250
1745500
1871760
2052900
2296610
2314000
2357370
2402990
2441390
2461270
2523160
2723270
2730730
2751730
2764380
2843660
2944850
2966310
3042420
3214760
3535490
3828440
3892810
3980670
4045950
4286270
4370070
4762620
4887070
5072960
5120170
5248460
5555640
5719840
5766150
5801830
6018440
6281570
6582880
6756570
6947880
7117960
7324850
8051240
8404720
8537760
8630810
9379110
9550770
11067700
13399100
14970900
15124700
15812700
15813400
19966800
23584800
24226900
